9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 912 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 27, Y = -77, Z = -206, qw = 882, qx = -1175, qy = -1063, qz = 16283, gx = 962, gy = -2974, gz = 834
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -136, Y = -90, Z = -25, qw = 15328, qx = -295, qy = -995, qz = 5694, gx = -221, gy = -89, gz = 831

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -169, Y = -124, Z = -14, qw = 15305, qx = -317, qy = -1005, qz = 5752, gx = -217, gy = -53, gz = 818

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -222, Y = -169, Z = 30, qw = 15280, qx = -339, qy = -1012, qz = 5814, gx = -226, gy = -16, gz = 757

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 56, Y = 71, Z = -88, qw = 8482, qx = 48, qy = 3470, qz = 13581, gx = 103, gy = -343, gz = 373

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 54, Y = 53, Z = -45, qw = 8464, qx = 68, qy = 3459, qz = 13595, gx = -20, gy = -211, gz = 292

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = 50, Z = -29, qw = 8447, qx = 77, qy = 3448, qz = 13609, gx = -85, gy = -102, gz = 262

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 26, Z = 15, qw = 8103, qx = 1, qy = 3442, qz = 13818, gx = -63, gy = -47, gz = 252

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 13, Z = 7, qw = 8084, qx = 14, qy = 3435, qz = 13831, gx = -20, gy = -107, gz = 276

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -227, Y = -175, Z = 46, qw = 15258, qx = -363, qy = -1019, qz = 5869, gx = -245, gy = -2, gz = 671

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -112, Y = -124, Z = 55, qw = 15239, qx = -387, qy = -1026, qz = 5918, gx = -249, gy = -4, gz = 602

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -112, Y = -124, Z = 55, qw = 15239, qx = -387, qy = -1026, qz = 5918, gx = -249, gy = -4, gz = 602

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = -8, Z = 0, qw = 8061, qx = 33, qy = 3428, qz = 13846, gx = 8, gy = -172, gz = 342

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = -47, Z = -30, qw = 8038, qx = 58, qy = 3416, qz = 13862, gx = -9, gy = -244, gz = 362

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 100, Y = -61, Z = -42, qw = 8017, qx = 88, qy = 3399, qz = 13878, gx = -41, gy = -332, gz = 356

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -214, Y = -120, Z = 59, qw = 15217, qx = -406, qy = -1052, qz = 5968, gx = -269, gy = -221, gz = 619

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -320, Y = -212, Z = 31, qw = 15200, qx = -430, qy = -1090, qz = 6002, gx = -376, gy = -327, gz = 480

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -319, Y = -246, Z = 18, qw = 15186, qx = -457, qy = -1120, qz = 6030, gx = -391, gy = -213, gz = 364

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -212, Y = -116, Z = -10, qw = 15174, qx = -483, qy = -1141, qz = 6053, gx = -335, gy = -125, gz = 302

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 116, Y = -79, Z = -68, qw = 7701, qx = 48, qy = 3383, qz = 14060, gx = -26, gy = -342, gz = 354

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -188, Y = -76, Z = -42, qw = 15165, qx = -494, qy = -1159, qz = 6073, gx = -175, gy = -165, gz = 240

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -181, Y = -58, Z = -51, qw = 15158, qx = -496, qy = -1173, qz = 6086, gx = -73, gy = -147, gz = 159

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -174, Y = -46, Z = -75, qw = 15153, qx = -501, qy = -1191, qz = 6096, gx = -112, gy = -170, gz = 129

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 103, Y = -89, Z = -57, qw = 7682, qx = 73, qy = 3372, qz = 14073, gx = -14, gy = -248, gz = 310

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 93, Y = -91, Z = -58, qw = 7669, qx = 92, qy = 3363, qz = 14082, gx = 1, gy = -196, gz = 208

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 104, Y = -96, Z = -65, qw = 7659, qx = 110, qy = 3357, qz = 14089, gx = 13, gy = -184, gz = 184

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 110, Y = -100, Z = -77, qw = 7649, qx = 131, qy = 3350, qz = 14096, gx = 34, gy = -211, gz = 175

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 111, Y = -112, Z = -101, qw = 7642, qx = 156, qy = 3344, qz = 14101, gx = 51, gy = -253, gz = 144

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -159, Y = -35, Z = -103, qw = 15148, qx = -510, qy = -1211, qz = 6104, gx = -168, gy = -175, gz = 103

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -138, Y = -3, Z = -135, qw = 15145, qx = -518, qy = -1228, qz = 6106, gx = -159, gy = -150, gz = 38

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -126, Y = 18, Z = -129, qw = 15145, qx = -523, qy = -1243, qz = 6104, gx = -111, gy = -137, gz = -25

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 136, Y = -118, Z = -131, qw = 7638, qx = 182, qy = 3336, qz = 14104, gx = 60, gy = -281, gz = 121

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 147, Y = -115, Z = -144, qw = 7636, qx = 208, qy = 3330, qz = 14106, gx = 69, gy = -279, gz = 89

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 151, Y = -111, Z = -149, qw = 7638, qx = 231, qy = 3324, qz = 14107, gx = 59, gy = -246, gz = 36

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -119, Y = 29, Z = -127, qw = 15146, qx = -522, qy = -1256, qz = 6099, gx = -50, gy = -137, gz = -64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -97, Y = 38, Z = -124, qw = 15142, qx = -514, qy = -1270, qz = 6107, gx = 18, gy = -172, gz = -64

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -80, Y = 41, Z = -122, qw = 15142, qx = -498, qy = -1283, qz = 6105, gx = 108, gy = -193, gz = -35

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 151, Y = -103, Z = -150, qw = 7643, qx = 247, qy = 3319, qz = 14105, gx = 42, gy = -191, gz = -19

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 155, Y = -84, Z = -131, qw = 7649, qx = 257, qy = 3316, qz = 14102, gx = 29, gy = -128, gz = -54

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 144, Y = -79, Z = -118, qw = 7656, qx = 262, qy = 3314, qz = 14099, gx = 9, gy = -70, gz = -69

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -102, Y = 38, Z = -135, qw = 15140, qx = -479, qy = -1293, qz = 6109, gx = 162, gy = -191, gz = 23

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -87, Y = 20, Z = -122, qw = 15137, qx = -461, qy = -1302, qz = 6116, gx = 156, gy = -182, gz = 69

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -105, Y = -7, Z = -85, qw = 15134, qx = -446, qy = -1311, qz = 6122, gx = 120, gy = -157, gz = 59

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -92, Y = -13, Z = -76, qw = 15133, qx = -435, qy = -1319, qz = 6124, gx = 85, gy = -135, gz = 22

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -81, Y = 0, Z = -68, qw = 15132, qx = -424, qy = -1323, qz = 6125, gx = 99, gy = -89, gz = -5

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -79, Y = 4, Z = -61, qw = 15134, qx = -416, qy = -1321, qz = 6122, gx = 93, gy = -15, gz = -50

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 132, Y = -82, Z = -100, qw = 7662, qx = 262, qy = 3311, qz = 14096, gx = -22, gy = -22, gz = -79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -78, Y = 21, Z = -24, qw = 15137, qx = -415, qy = -1315, qz = 6116, gx = 26, gy = 55, gz = -66

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -85, Y = 25, Z = 7, qw = 15140, qx = -423, qy = -1307, qz = 6110, gx = -52, gy = 123, gz = -67

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -84, Y = 21, Z = 29, qw = 15137, qx = -435, qy = -1298, qz = 6118, gx = -100, gy = 149, gz = -68

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 119, Y = -92, Z = -57, qw = 7667, qx = 257, qy = 3307, qz = 14094, gx = -60, gy = 11, gz = -72

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 105, Y = -88, Z = -38, qw = 7674, qx = 250, qy = 3302, qz = 14092, gx = -85, gy = 34, gz = -87

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 95, Y = -90, Z = -21, qw = 7685, qx = 245, qy = 3297, qz = 14087, gx = -61, gy = -8, gz = -148

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 92, Y = -86, Z = -15, qw = 7697, qx = 240, qy = 3293, qz = 14082, gx = -61, gy = -8, gz = -148

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 91, Y = -63, Z = -23, qw = 7710, qx = 242, qy = 3290, qz = 14075, gx = -3, gy = -59, gz = -165

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 94, Y = -58, Z = -31, qw = 7726, qx = 250, qy = 3289, qz = 14067, gx = 44, gy = -117, gz = -175

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 99, Y = -58, Z = -48, qw = 7743, qx = 262, qy = 3285, qz = 14058, gx = 49, gy = -172, gz = -180

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 107, Y = -50, Z = -66, qw = 7763, qx = 274, qy = 3274, qz = 14049, gx = -34, gy = -216, gz = -214

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 115, Y = -42, Z = -87, qw = 7783, qx = 286, qy = 3262, qz = 14040, gx = -34, gy = -216, gz = -214

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 115, Y = -40, Z = -86, qw = 7806, qx = 294, qy = 3247, qz = 14031, gx = -84, gy = -205, gz = -242

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 107, Y = -41, Z = -86, qw = 7829, qx = 298, qy = 3232, qz = 14022, gx = -97, gy = -171, gz = -260

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -64, Y = 18, Z = 45, qw = 15140, qx = -448, qy = -1292, qz = 6112, gx = -105, gy = 111, gz = -54

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -56, Y = 25, Z = 50, qw = 15141, qx = -455, qy = -1291, qz = 6107, gx = -76, gy = 51, gz = -50

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -53, Y = 28, Z = 48, qw = 15143, qx = -459, qy = -1294, qz = 6102, gx = -50, gy = -24, gz = -54

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -50, Y = 34, Z = 30, qw = 15144, qx = -456, qy = -1304, qz = 6098, gx = -16, gy = -109, gz = -52

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -57, Y = 49, Z = 16, qw = 15144, qx = -448, qy = -1314, qz = 6095, gx = 39, gy = -149, gz = -45

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -66, Y = 38, Z = 20, qw = 15145, qx = -440, qy = -1324, qz = 6093, gx = 41, gy = -129, gz = -31

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 97, Y = -36, Z = -86, qw = 7852, qx = 301, qy = 3222, qz = 14011, gx = -65, gy = -134, gz = -267

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 80, Y = -6, Z = -80, qw = 7876, qx = 302, qy = 3219, qz = 13999, gx = 7, gy = -77, gz = -297

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 77, Y = 2, Z = -77, qw = 7900, qx = 304, qy = 3216, qz = 13986, gx = 7, gy = -77, gz = -297

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -82, Y = 27, Z = 31, qw = 15146, qx = -438, qy = -1314, qz = 6093, gx = -25, gy = -89, gz = -11

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -80, Y = 13, Z = 46, qw = 15146, qx = -445, qy = -1300, qz = 6094, gx = -86, gy = -41, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -92, Y = -11, Z = 63, qw = 15147, qx = -454, qy = -1306, qz = 6091, gx = -119, gy = -19, gz = -25

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 78, Y = 14, Z = -78, qw = 7923, qx = 305, qy = 3214, qz = 13973, gx = 17, gy = -70, gz = -297

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 82, Y = 29, Z = -77, qw = 7945, qx = 306, qy = 3211, qz = 13961, gx = 5, gy = -75, gz = -272

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 93, Y = 33, Z = -68, qw = 7965, qx = 307, qy = 3204, qz = 13951, gx = -46, gy = -84, gz = -235

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -83, Y = -25, Z = 48, qw = 15147, qx = -463, qy = -1313, qz = 6087, gx = -119, gy = -37, gz = -39

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -73, Y = -21, Z = 23, qw = 15149, qx = -465, qy = -1321, qz = 6081, gx = -62, gy = -79, gz = -70

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -81, Y = 21, Z = 1, qw = 15153, qx = -461, qy = -1328, qz = 6070, gx = -1, gy = -84, gz = -142

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -94, Y = 15, Z = 12, qw = 15159, qx = -460, qy = -1333, qz = 6053, gx = -23, gy = -51, gz = -200

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -80, Y = -4, Z = 39, qw = 15166, qx = -461, qy = -1339, qz = 6034, gx = -43, gy = -50, gz = -230

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -88, Y = -7, Z = 74, qw = 15177, qx = -458, qy = -1341, qz = 6008, gx = 14, gy = -21, gz = -269

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -70, Y = -16, Z = 86, qw = 15185, qx = -452, qy = -1343, qz = 5986, gx = 29, gy = -30, gz = -269

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -75, Y = -12, Z = 79, qw = 15194, qx = -447, qy = -1349, qz = 5962, gx = 11, gy = -82, gz = -290

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -71, Y = -7, Z = 60, qw = 15204, qx = -440, qy = -1357, qz = 5935, gx = 13, gy = -98, gz = -330

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -26, Y = 18, Z = 22, qw = 15214, qx = -432, qy = -1364, qz = 5909, gx = 38, gy = -94, gz = -327

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -19, Y = 24, Z = 12, qw = 15219, qx = -424, qy = -1368, qz = 5897, gx = 31, gy = -46, gz = -323

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -29, Y = 9, Z = 1, qw = 15229, qx = -425, qy = -1371, qz = 5870, gx = -45, gy = -9, gz = -317

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 95, Y = 17, Z = -61, qw = 7980, qx = 295, qy = 3183, qz = 13948, gx = -254, gy = -35, gz = -187

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 90, Y = -8, Z = -47, qw = 7993, qx = 281, qy = 3162, qz = 13945, gx = -279, gy = -6, gz = -171

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 83, Y = -42, Z = -27, qw = 8006, qx = 268, qy = 3147, qz = 13942, gx = -212, gy = 13, gz = -165

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 85, Y = -45, Z = -25, qw = 8019, qx = 258, qy = 3139, qz = 13936, gx = -123, gy = 31, gz = -176

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 77, Y = -36, Z = -21, qw = 8036, qx = 246, qy = 3137, qz = 13927, gx = -59, gy = 70, gz = -239

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 63, Y = -18, Z = -4, qw = 8058, qx = 231, qy = 3139, qz = 13914, gx = -45, gy = 105, gz = -314

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = 49, Z = 10, qw = 8084, qx = 213, qy = 3138, qz = 13899, gx = -79, gy = 105, gz = -370

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 66, Z = 6, qw = 8112, qx = 195, qy = 3129, qz = 13885, gx = -153, gy = 66, gz = -381

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 23, Y = 78, Z = 5, qw = 8139, qx = 177, qy = 3114, qz = 13873, gx = -221, gy = 35, gz = -360

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 1343 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -29, Y = 9, Z = 1, qw = 15229, qx = -425, qy = -1371, qz = 5870, gx = -45, gy = -9, gz = -317

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -51, Y = -22, Z = -12, qw = 15238, qx = -430, qy = -1376, qz = 5846, gx = -88, gy = -22, gz = -290

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -83, Y = -94, Z = -26, qw = 15245, qx = -424, qy = -1380, qz = 5825, gx = 27, gy = -52, gz = -251

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -87, Y = -117, Z = -37, qw = 15253, qx = -406, qy = -1380, qz = 5806, gx = 174, gy = -72, gz = -251

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 16, Y = 81, Z = 0, qw = 8162, qx = 161, qy = 3100, qz = 13863, gx = -206, gy = 26, gz = -306

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = 42, Z = -35, qw = 8177, qx = 151, qy = 3093, qz = 13856, gx = -110, gy = 24, gz = -206

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 11, Y = 31, Z = -61, qw = 8186, qx = 147, qy = 3091, qz = 13851, gx = -33, gy = 14, gz = -116

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 1343 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 13, Y = 5, Z = -84, qw = 8194, qx = 138, qy = 3092, qz = 13846, gx = -29, gy = 84, gz = -124

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = 0, Y = -6, Z = -90, qw = 8206, qx = 112, qy = 3095, qz = 13839, gx = -103, gy = 241, gz = -212

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -20, Y = 46, Z = -21, qw = 8222, qx = 72, qy = 3099, qz = 13828, gx = -163, gy = 372, gz = -299

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -77, Y = -133, Z = -40, qw = 15262, qx = -379, qy = -1378, qz = 5785, gx = 267, gy = -68, gz = -323

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -70, Y = -130, Z = -22, qw = 15278, qx = -350, qy = -1367, qz = 5746, gx = 315, gy = 17, gz = -491

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 1, mag 3 Linear Accel X = -6, Y = -56, Z = 40, qw = 15302, qx = -322, qy = -1347, qz = 5690, gx = 322, gy = 135, gz = -705

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 0, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = 97, Z = 11, qw = 7943, qx = -40, qy = 3107, qz = 13989, gx = -156, gy = 435, gz = -337

