AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 16, Z = 3, qw = 2833, qx = 453, qy = -283, qz = -16128, gx = 0, gy = 16, gz = -11
AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 30, Y = 44, Z = -44, qw = 12079, qx = 1091, qy = 175, qz = 11014, gx = 85, gy = 24, gz = -26

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 32, Y = 51, Z = -35, qw = 12083, qx = 1095, qy = 181, qz = 11009, gx = 65, gy = 13, gz = -42

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -36, Y = 100, Z = -54, qw = 15754, qx = 1159, qy = -1257, qz = 4162, gx = 8, gy = -6, gz = 27

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -30, Y = 92, Z = -57, qw = 15753, qx = 1157, qy = -1257, qz = 4166, gx = -10, gy = -8, gz = 46

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = 88, Z = -53, qw = 15752, qx = 1155, qy = -1259, qz = 4170, gx = -31, gy = -19, gz = 55

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 32, Y = 58, Z = -33, qw = 12086, qx = 1095, qy = 181, qz = 11006, gx = 6, gy = 4, gz = -43

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 29, Y = 61, Z = -50, qw = 12089, qx = 1090, qy = 177, qz = 11003, gx = -71, gy = 5, gz = -44

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 30, Y = 64, Z = -76, qw = 12092, qx = 1080, qy = 171, qz = 11001, gx = -139, gy = 21, gz = -40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -25, Y = 80, Z = -49, qw = 15751, qx = 1150, qy = -1262, qz = 4175, gx = -58, gy = -17, gz = 55

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -17, Y = 85, Z = -37, qw = 15750, qx = 1142, qy = -1266, qz = 4177, gx = -88, gy = -22, gz = 42

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -24, Y = 84, Z = -29, qw = 15751, qx = 1133, qy = -1271, qz = 4178, gx = -117, gy = -34, gz = 17

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 31, Y = 61, Z = -94, qw = 12095, qx = 1067, qy = 163, qz = 11000, gx = -171, gy = 33, gz = -24

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 35, Y = 59, Z = -108, qw = 12097, qx = 1055, qy = 156, qz = 10999, gx = -156, gy = 31, gz = -6

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 39, Y = 60, Z = -107, qw = 12097, qx = 1045, qy = 151, qz = 10999, gx = -118, gy = 26, gz = 4

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -29, Y = 92, Z = -13, qw = 15751, qx = 1144, qy = -1265, qz = 4174, gx = -130, gy = -42, gz = -7

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -27, Y = 103, Z = -3, qw = 15752, qx = 1133, qy = -1270, qz = 4172, gx = -136, gy = -32, gz = -11

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -19, Y = 121, Z = 13, qw = 15753, qx = 1122, qy = -1274, qz = 4171, gx = -139, gy = -15, gz = -7

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 42, Y = 67, Z = -97, qw = 12097, qx = 1039, qy = 148, qz = 11000, gx = -81, gy = 21, gz = 15

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 43, Y = 70, Z = -83, qw = 12095, qx = 1033, qy = 145, qz = 11002, gx = -68, gy = 20, gz = 27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 47, Y = 66, Z = -70, qw = 12093, qx = 1026, qy = 141, qz = 11005, gx = -85, gy = 23, gz = 42

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -20, Y = 125, Z = 16, qw = 15754, qx = 1111, qy = -1281, qz = 4170, gx = -135, gy = -45, gz = 8

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -18, Y = 119, Z = 15, qw = 15753, qx = 1101, qy = -1289, qz = 4172, gx = -128, gy = -68, gz = 40

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -15, Y = 117, Z = 11, qw = 15751, qx = 1094, qy = -1298, qz = 4177, gx = -100, gy = -79, gz = 78

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 45, Y = 51, Z = -63, qw = 12089, qx = 1040, qy = 139, qz = 11008, gx = -117, gy = 30, gz = 51

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 42, Y = 46, Z = -69, qw = 12087, qx = 1028, qy = 132, qz = 11012, gx = -150, gy = 36, gz = 50

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 42, Y = 43, Z = -80, qw = 12086, qx = 1015, qy = 124, qz = 11015, gx = -171, gy = 34, gz = 35

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -2, Y = 99, Z = -18, qw = 15749, qx = 1089, qy = -1308, qz = 4186, gx = -75, gy = -89, gz = 113

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 2, Y = 91, Z = -34, qw = 15745, qx = 1085, qy = -1317, qz = 4197, gx = -61, gy = -86, gz = 137

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 12, Y = 86, Z = -45, qw = 15742, qx = 1080, qy = -1324, qz = 4207, gx = -60, gy = -69, gz = 125

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 44, Y = 50, Z = -94, qw = 12086, qx = 1002, qy = 116, qz = 11016, gx = -167, gy = 35, gz = 18

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 47, Y = 65, Z = -92, qw = 12085, qx = 1013, qy = 113, qz = 11015, gx = -150, gy = 46, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 53, Y = 83, Z = -87, qw = 12085, qx = 1027, qy = 112, qz = 11015, gx = -129, gy = 61, gz = -8

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 19, Y = 93, Z = -27, qw = 15741, qx = 1074, qy = -1332, qz = 4212, gx = -83, gy = -65, gz = 80

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 30, Y = 94, Z = -8, qw = 15740, qx = 1067, qy = -1341, qz = 4215, gx = -108, gy = -76, gz = 45

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 33, Y = 92, Z = -2, qw = 15739, qx = 1061, qy = -1350, qz = 4216, gx = -87, gy = -87, gz = 26

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 59, Y = 97, Z = -74, qw = 12085, qx = 1014, qy = 111, qz = 11016, gx = -122, gy = 85, gz = 0

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 63, Y = 112, Z = -32, qw = 12084, qx = 1000, qy = 111, qz = 11018, gx = -114, gy = 107, gz = 27

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 64, Y = 116, Z = -8, qw = 12081, qx = 987, qy = 113, qz = 11022, gx = -99, gy = 117, gz = 52

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 36, Y = 103, Z = 1, qw = 15738, qx = 1060, qy = -1355, qz = 4216, gx = -33, gy = -61, gz = 9

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 34, Y = 105, Z = -27, qw = 15738, qx = 1064, qy = -1360, qz = 4216, gx = 28, gy = -66, gz = 3

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 29, Y = 105, Z = -38, qw = 15738, qx = 1070, qy = -1362, qz = 4215, gx = 54, gy = -46, gz = -14

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 68, Y = 115, Z = 13, qw = 12078, qx = 974, qy = 115, qz = 11027, gx = -87, gy = 110, gz = 68

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 65, Y = 109, Z = 21, qw = 12068, qx = 962, qy = 116, qz = 11039, gx = -93, gy = 101, gz = 77

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 50, Y = 96, Z = 34, qw = 12063, qx = 950, qy = 115, qz = 11046, gx = -115, gy = 92, gz = 91

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 20, Y = 104, Z = -48, qw = 15737, qx = 1078, qy = -1366, qz = 4213, gx = 65, gy = -67, gz = -18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 25, Y = 98, Z = -50, qw = 15737, qx = 1082, qy = -1371, qz = 4212, gx = 32, gy = -74, gz = -18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 38, Y = 69, Z = -25, qw = 15737, qx = 1084, qy = -1376, qz = 4209, gx = -4, gy = -69, gz = -21

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 41, Y = 92, Z = 32, qw = 12058, qx = 934, qy = 113, qz = 11053, gx = -146, gy = 104, gz = 97

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 23, Y = 86, Z = 29, qw = 12052, qx = 915, qy = 111, qz = 11061, gx = -165, gy = 139, gz = 110

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -9, Y = 71, Z = 56, qw = 12045, qx = 895, qy = 113, qz = 11070, gx = -155, gy = 175, gz = 128

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 40, Y = 58, Z = -17, qw = 15738, qx = 1085, qy = -1381, qz = 4204, gx = -15, gy = -55, gz = -54

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = 22, Y = 65, Z = -9, qw = 15741, qx = 1086, qy = -1379, qz = 4191, gx = 4, gy = -8, gz = -152

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -6, Y = 77, Z = 4, qw = 15747, qx = 1090, qy = -1374, qz = 4169, gx = 25, gy = 30, gz = -256

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = 65, Z = 75, qw = 12036, qx = 877, qy = 120, qz = 11080, gx = -96, gy = 197, gz = 150

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -14, Y = 65, Z = 75, qw = 12036, qx = 877, qy = 120, qz = 11080, gx = -96, gy = 197, gz = 150

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = 60, Z = 99, qw = 12026, qx = 864, qy = 131, qz = 11093, gx = -19, gy = 194, gz = 171

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -28, Y = 56, Z = 121, qw = 12013, qx = 856, qy = 145, qz = 11107, gx = 38, gy = 190, gz = 207

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -54, Y = 113, Z = 21, qw = 15754, qx = 1093, qy = -1367, qz = 4144, gx = 14, gy = 49, gz = -297

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -43, Y = 127, Z = 35, qw = 15761, qx = 1092, qy = -1360, qz = 4121, gx = -23, gy = 62, gz = -266

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 125, Z = 43, qw = 15767, qx = 1088, qy = -1354, qz = 4103, gx = -49, gy = 65, gz = -213

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 44, Z = 177, qw = 11999, qx = 848, qy = 160, qz = 11123, gx = 50, gy = 196, gz = 233

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -48, Y = 36, Z = 198, qw = 11984, qx = 838, qy = 175, qz = 11139, gx = 38, gy = 205, gz = 227

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -35, Y = 32, Z = 198, qw = 11967, qx = 832, qy = 186, qz = 11158, gx = 30, gy = 147, gz = 190

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -55, Y = 128, Z = 44, qw = 15770, qx = 1085, qy = -1352, qz = 4091, gx = -41, gy = 28, gz = -131

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -39, Y = 121, Z = 31, qw = 15771, qx = 1082, qy = -1350, qz = 4088, gx = -34, gy = 20, gz = -41

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = 105, Z = 29, qw = 15772, qx = 1080, qy = -1346, qz = 4088, gx = -16, gy = 42, gz = 4

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -33, Y = 37, Z = 157, qw = 11957, qx = 826, qy = 190, qz = 11169, gx = -17, gy = 90, gz = 164

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -47, Y = 36, Z = 112, qw = 11948, qx = 811, qy = 188, qz = 11179, gx = -134, gy = 97, gz = 151

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -66, Y = 25, Z = 67, qw = 11940, qx = 784, qy = 183, qz = 11190, gx = -266, gy = 173, gz = 147

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -53, Y = 82, Z = 39, qw = 15771, qx = 1079, qy = -1341, qz = 4093, gx = 0, gy = 59, gz = 57

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -69, Y = 36, Z = 59, qw = 15770, qx = 1078, qy = -1332, qz = 4101, gx = 23, gy = 92, gz = 87

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -75, Y = 27, Z = 82, qw = 15769, qx = 1079, qy = -1317, qz = 4109, gx = 58, gy = 166, gz = 73

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -74, Y = 16, Z = 25, qw = 11931, qx = 748, qy = 177, qz = 11202, gx = -339, gy = 232, gz = 165

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -103, Y = -28, Z = -19, qw = 11921, qx = 709, qy = 175, qz = 11216, gx = -334, gy = 289, gz = 187

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -112, Y = -71, Z = -23, qw = 11911, qx = 673, qy = 181, qz = 11229, gx = -249, gy = 331, gz = 181

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -91, Y = 14, Z = 103, qw = 15770, qx = 1082, qy = -1292, qz = 4113, gx = 90, gy = 255, gz = 24

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -106, Y = 8, Z = 124, qw = 15772, qx = 1085, qy = -1262, qz = 4114, gx = 113, gy = 318, gz = -18

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -130, Y = 10, Z = 164, qw = 15774, qx = 1089, qy = -1228, qz = 4114, gx = 134, gy = 357, gz = -32

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -111, Y = -106, Z = -9, qw = 11902, qx = 649, qy = 196, qz = 11239, gx = -81, gy = 315, gz = 136

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -100, Y = -120, Z = 11, qw = 11898, qx = 642, qy = 219, qz = 11243, gx = 126, gy = 241, gz = 57

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -76, Y = -91, Z = 68, qw = 11898, qx = 651, qy = 245, qz = 11242, gx = 266, gy = 144, gz = -22

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -139, Y = 12, Z = 169, qw = 15776, qx = 1095, qy = -1192, qz = 4116, gx = 158, gy = 360, gz = -14

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -143, Y = 18, Z = 155, qw = 15776, qx = 1104, qy = -1160, qz = 4123, gx = 192, gy = 323, gz = 47

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -142, Y = 13, Z = 124, qw = 15773, qx = 1116, qy = -1132, qz = 4139, gx = 217, gy = 271, gz = 146

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -60, Y = -73, Z = 88, qw = 11887, qx = 663, qy = 269, qz = 11252, gx = 276, gy = 84, gz = -79

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -50, Y = -63, Z = 86, qw = 11893, qx = 671, qy = 286, qz = 11246, gx = 188, gy = 70, gz = -98

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -52, Y = -63, Z = 36, qw = 11897, qx = 671, qy = 295, qz = 11241, gx = 65, gy = 78, gz = -82

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = 19, Z = 39, qw = 15767, qx = 1131, qy = -1109, qz = 4164, gx = 241, gy = 213, gz = 255

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -128, Y = 13, Z = 0, qw = 15758, qx = 1147, qy = -1092, qz = 4196, gx = 248, gy = 158, gz = 349

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -125, Y = 11, Z = -33, qw = 15747, qx = 1161, qy = -1078, qz = 4237, gx = 223, gy = 123, gz = 451

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -56, Y = -68, Z = -9, qw = 11900, qx = 667, qy = 300, qz = 11238, gx = -4, gy = 57, gz = -48

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -72, Y = -75, Z = -38, qw = 11901, qx = 665, qy = 302, qz = 11237, gx = 2, gy = 41, gz = -13

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -87, Y = -74, Z = -66, qw = 11902, qx = 670, qy = 307, qz = 11236, gx = 78, gy = -9, gz = 26

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -110, Y = 17, Z = -66, qw = 15733, qx = 1170, qy = -1069, qz = 4288, gx = 171, gy = 100, gz = 572

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -77, Y = 3, Z = -101, qw = 15717, qx = 1172, qy = -1063, qz = 4347, gx = 88, gy = 85, gz = 677

9A4A244A-E780-DE69-9342-F2E7207E194E Ranges to 1 devices:   0x59: 471 mm

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -58, Y = 4, Z = -108, qw = 15700, qx = 1166, qy = -1063, qz = 4412, gx = -1, gy = 54, gz = 762

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Ranges to 1 devices:   0x36: 471 mm

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -122, Y = -81, Z = -70, qw = 11896, qx = 680, qy = 316, qz = 11241, gx = 151, gy = 1, gz = 80

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -139, Y = -83, Z = -45, qw = 11888, qx = 693, qy = 330, qz = 11249, gx = 213, gy = 20, gz = 127

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -147, Y = -75, Z = -7, qw = 11877, qx = 711, qy = 347, qz = 11258, gx = 274, gy = 10, gz = 149

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -45, Y = 3, Z = -112, qw = 15680, qx = 1153, qy = -1070, qz = 4483, gx = -106, gy = -2, gz = 834

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -29, Y = -9, Z = -96, qw = 15660, qx = 1132, qy = -1083, qz = 4556, gx = -196, gy = -38, gz = 874

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -22, Y = -13, Z = -76, qw = 15638, qx = 1107, qy = -1099, qz = 4631, gx = -247, gy = -52, gz = 893

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -145, Y = -61, Z = 20, qw = 11867, qx = 732, qy = 366, qz = 11267, gx = 319, gy = -2, gz = 154

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -131, Y = -22, Z = 64, qw = 11856, qx = 758, qy = 384, qz = 11276, gx = 351, gy = -53, gz = 163

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -127, Y = -4, Z = 62, qw = 11842, qx = 787, qy = 397, qz = 11288, gx = 332, gy = -111, gz = 202

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -12, Y = -17, Z = -57, qw = 15617, qx = 1085, qy = -1111, qz = 4705, gx = -205, gy = -30, gz = 896

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -13, Y = -15, Z = -46, qw = 15595, qx = 1074, qy = -1112, qz = 4779, gx = -51, gy = 57, gz = 861

9A4A244A-E780-DE69-9342-F2E7207E194E Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -31, Y = 8, Z = -49, qw = 15573, qx = 1077, qy = -1099, qz = 4852, gx = 136, gy = 162, gz = 839

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = 0, Z = 49, qw = 11826, qx = 812, qy = 401, qz = 11304, gx = 241, gy = -150, gz = 262

AE62D6C7-4E48-FE5D-B0B8-7D09EDFC893F Calibration status: sys 3, gyro 3, accel 0, mag 3 Linear Accel X = -123, Y = 0, Z = 49, qw = 11826, qx = 812, qy = 401, qz = 11304, gx = 241, gy = -150, gz = 262

